"feature","geneName","avgLog2CPM","avgLog2FC","P.Value","FDR","DE","chromosome","startPos","endPos","geneStrand","geneLength","exonLength","geneGC","exonGC","intronGC","geneType","avgCPM","avgFC"
"ENSMUSG00000027379","Bub1",0.752342338011622,-0.718649804566427,2.54652719864334e-05,0.015109045441227,-1,"2",127643042,127673785,"-",30744,4329,0.362391,0.403326,0.355683,"protein_coding",1.68452558192789,0.607665881030989
"ENSMUSG00000028715","Cyp4a14",6.31456816549686,1.75375383221245,2.63217577818589e-05,0.015109045441227,1,"4",115343397,115353339,"-",9943,2589,0.414605,0.453071,0.401061,"protein_coding",79.5929181054364,3.37234896628819
"ENSMUSG00000035186","Ubd",1.6715168789323,-0.975555640827635,2.24535992918203e-05,0.015109045441227,-1,"17",37504783,37506986,"+",2204,929,0.411257,0.428418,0.398744,"protein_coding",3.18549346755243,0.5085439472696
"ENSMUSG00000043439","Epop",2.90473656846497,0.477048558443088,2.71862772441824e-05,0.015109045441227,1,"11",97518215,97520528,"-",2314,2313,0.668828,0.668828,0,"protein_coding",7.48881042161205,1.39189323959124
"ENSMUSG00000055629","B4galnt4",0.786602514607276,1.03463926162732,2.39603962125165e-05,0.015109045441227,1,"7",140641017,140652313,"+",11297,3834,0.556126,0.587637,0.539936,"protein_coding",1.72500735668886,2.04860133993501
"ENSMUSG00000079494","Nat8f5",4.42027063151538,-0.727895460645423,2.98743661495614e-05,0.015964401664693,-1,"6",85794200,85797954,"-",3755,983,0.44699,0.465921,0.440274,"protein_coding",21.4108569084051,0.603784045049785
"ENSMUSG00000045328","Cenpe",3.53412049866772,-0.472305756658266,3.23829417403499e-05,0.016068878305015,-1,"3",134918298,134979372,"+",61075,8574,0.416609,0.433403,0.413867,"protein_coding",11.5844729121731,0.720811654780134
"ENSMUSG00000075044","Slc22a29",1.96537099052731,0.583101847231147,3.12381371978389e-05,0.016068878305015,1,"19",8137529,8196264,"-",58736,2262,0.387401,0.400531,0.386875,"protein_coding",3.90513112252109,1.49806668689054
"ENSMUSG00000020914","Top2a",3.82393226492001,-0.649123186585769,3.64658182377863e-05,0.017470899261924,-1,"11",98883769,98915015,"-",31247,8977,0.413781,0.416175,0.412816,"protein_coding",14.1617953159962,0.637667745339399
"ENSMUSG00000001334","Fndc5",1.52640980093489,0.572304935382695,4.02333386082471e-05,0.018633400220766,1,"4",129030792,129038386,"+",7595,2757,0.53055,0.535365,0.527806,"protein_coding",2.88068078500834,1.48689722940236
"ENSMUSG00000006398","Cdc20",3.21054304695663,-0.555658514295951,4.40843083631828e-05,0.019152340519331,-1,"4",118290098,118294549,"-",4452,1859,0.509773,0.551372,0.479938,"protein_coding",9.25698925243716,0.680346445049164
"ENSMUSG00000022415","Syngr1",4.24761173625453,0.379921281557729,4.41107597969333e-05,0.019152340519331,1,"15",79975535,80003702,"+",28168,4801,0.528455,0.560092,0.521955,"protein_coding",18.9958417338001,1.30127085165656
"ENSMUSG00000021213","Akr1c13",4.34614388593766,0.352702844542196,5.07920132075932e-05,0.021384976712312,1,"13",4241149,4255595,"+",14447,1423,0.36723,0.439916,0.359287,"protein_coding",20.3385353739133,1.27695071541636
"ENSMUSG00000002870","Mcm2",4.02114845238108,-0.392306321631331,5.49575728865326e-05,0.021879110057783,-1,"6",88860456,88875762,"-",15307,6942,0.519339,0.53342,0.507652,"protein_coding",16.2362713610996,0.761910624578016
"ENSMUSG00000061959","Ces1e",6.41809102670239,-0.306736053488704,5.51150749980138e-05,0.021879110057783,-1,"8",93927846,93956247,"-",28402,2175,0.421358,0.488736,0.415771,"protein_coding",85.5141363528183,0.808468767692985
"ENSMUSG00000001313","Rnd2",4.21501590618657,0.241168578809031,6.40307758677789e-05,0.024712322219637,1,"11",101355825,101362679,"+",6855,1983,0.549752,0.595058,0.531308,"protein_coding",18.5714673855371,1.18194964959487
"ENSMUSG00000007950","Abhd8",4.63856176975727,0.262157190239787,7.91365449004408e-05,0.025666491848549,1,"8",71909349,71916299,"-",6951,4074,0.546906,0.551792,0.539986,"protein_coding",24.9084228305932,1.1992705743634
"ENSMUSG00000017390","Aldoc",4.31333423118325,0.308504626449206,7.50183831634927e-05,0.025666491848549,1,"11",78213794,78218607,"+",4814,3254,0.524621,0.521819,0.530468,"protein_coding",19.8812178846907,1.23842339131781
"ENSMUSG00000025983","Ccdc150",1.34870736780116,-1.04426616262394,8.1281534571482e-05,0.025666491848549,-1,"1",54289842,54407886,"+",118045,4991,0.408543,0.449008,0.406756,"protein_coding",2.54683830474853,0.484891489349376
"ENSMUSG00000026049","Tex30",1.31769430950658,-0.48635944152405,7.69766391462038e-05,0.025666491848549,-1,"1",44125773,44141601,"-",15829,1917,0.395375,0.461137,0.386313,"protein_coding",2.49267416359119,0.713824121347707
"ENSMUSG00000026415","Fcamr",3.13550567634523,-0.842369475572381,8.10682174646903e-05,0.025666491848549,-1,"1",130728639,130742477,"+",13839,1904,0.464373,0.536239,0.452908,"protein_coding",8.78782217368432,0.557726808504699
"ENSMUSG00000030825","Hsd17b14",2.76877168789856,0.405520314612389,7.5555071623344e-05,0.025666491848549,1,"7",45204317,45217176,"+",12860,2033,0.508749,0.560256,0.499076,"protein_coding",6.8152741316139,1.32456653528409
"ENSMUSG00000037628","Cdkn3",0.898015312004928,-0.686555640819087,8.11622044545614e-05,0.025666491848549,-1,"14",46997998,47009126,"+",11129,2363,0.426851,0.460008,0.417912,"protein_coding",1.86350063671837,0.621335486675491
"ENSMUSG00000048489","Depp1",3.89176360989849,1.11360936818839,7.94773936198144e-05,0.025666491848549,1,"6",116627570,116629755,"+",2186,1356,0.518078,0.550147,0.465621,"protein_coding",14.8435432632118,2.16386331054116
"ENSMUSG00000051483","Cbr1",5.6857956001547,0.423367772361864,8.82474137910634e-05,0.027246879271401,1,"16",93402741,93407393,"+",4653,2548,0.475709,0.485086,0.464354,"protein_coding",51.4748423103634,1.34105441010431
"ENSMUSG00000025196","Cpn1",6.59776959401401,0.325730822835173,0.000100757302789,0.029139611256923,1,"19",43944746,43974995,"-",30250,3679,0.478727,0.534384,0.47102,"protein_coding",96.8560051013579,1.25329915882835
"ENSMUSG00000032113","Chek1",1.33259817986382,-0.561941785056984,9.9679288973279e-05,0.029139611256923,-1,"9",36619778,36638361,"-",18584,4621,0.395092,0.428911,0.383899,"protein_coding",2.51855839207008,0.67738982190261
"ENSMUSG00000037887","Dusp8",2.89666559278432,-0.535569686555585,0.000102766730358,0.029139611256923,-1,"7",141633227,141649580,"-",16354,4862,0.551336,0.587413,0.536072,"protein_coding",7.44703218551909,0.689886202966323
"ENSMUSG00000054612","Mgmt",3.49641113396531,0.377517007823079,9.71781119406845e-05,0.029139611256923,1,"7",136496343,136731995,"+",235653,2889,0.45944,0.53271,0.458531,"protein_coding",11.2855993545574,1.29910406952344
"ENSMUSG00000080115","Eef1akmt3",1.43374904822523,-0.535580404073468,0.000107236268738,0.029798814356848,-1,"10",126866873,126877382,"-",10510,2716,0.475402,0.504786,0.465161,"protein_coding",2.70147821547776,0.689881077946798
"ENSMUSG00000004356","Utp20",5.47761587547157,-0.315783899796753,0.000114859198134,0.030110447148677,-1,"10",88582469,88662666,"-",80198,10137,0.437024,0.463648,0.433172,"protein_coding",44.5581019918274,0.803414330571736
"ENSMUSG00000022877","Hrg",2.37862295507108,-1.51258514901542,0.000113176467776,0.030110447148677,-1,"16",22769822,22780406,"+",10585,1986,0.436508,0.473817,0.42789,"protein_coding",5.20040129602725,0.35048263003969
"ENSMUSG00000034855","Cxcl10",3.47948758590462,-0.623855891018571,0.000110686090609,0.030110447148677,-1,"5",92494497,92496748,"-",2252,2251,0.472235,0.472235,0,"protein_coding",11.1539869720883,0.648934201448188
"ENSMUSG00000020330","Hmmr",2.18919975902747,-0.589425471534656,0.000117965740099,0.030168344924355,-1,"11",40592222,40624249,"-",32028,5413,0.407313,0.417144,0.405313,"protein_coding",4.56052450825819,0.664607522860775
"ENSMUSG00000027490","E2f1",3.09555501738037,-0.388400172848329,0.000119422698347,0.030168344924355,-1,"2",154401327,154411812,"-",10486,3147,0.518646,0.584684,0.490324,"protein_coding",8.54781104947579,0.763976320245655
"ENSMUSG00000020083","Fam241b",2.19415220954853,0.359167810102791,0.000122981441547,0.030512574086555,1,"10",61943434,61979699,"-",36266,2973,0.495354,0.547931,0.490658,"protein_coding",4.5762066737145,1.28268579237652
"ENSMUSG00000026981","Il1rn",0.85257115813935,-1.10076800731126,0.00014144983389,0.034479017404743,-1,"2",24226865,24241506,"+",14642,5529,0.427635,0.431362,0.425373,"protein_coding",1.80571619043259,0.466268215487106
"ENSMUSG00000022026","Olfm4",5.63373923235931,-0.435498780954312,0.000147784700856,0.035119973674181,-1,"14",80221521,80260579,"+",39059,2954,0.418839,0.422478,0.418541,"protein_coding",49.6505994990005,0.739438065531245
"ENSMUSG00000037440","Vnn1",6.57730634552699,0.453506774736606,0.000150932615522,0.035119973674181,1,"10",23770586,23781241,"+",10656,2409,0.421962,0.45164,0.413291,"protein_coding",95.4918925464237,1.36936474466019
"ENSMUSG00000071547","Nt5dc2",5.1670442031874,0.365190718520107,0.000151662474482,0.035119973674181,1,"14",30853010,30861081,"+",8072,2364,0.578119,0.590948,0.572805,"protein_coding",35.928186304499,1.28805189356937
"ENSMUSG00000028937","Acot7",4.89741086268008,0.227859417275848,0.000158554579877,0.036114054636354,1,"4",152262591,152356312,"+",93722,2112,0.509235,0.574811,0.507723,"protein_coding",29.8035207203312,1.17109605876659
"ENSMUSG00000051262","Nat8f3",4.68944559105252,-0.340665149067304,0.000177814197261,0.039847588012012,-1,"6",85709495,85742736,"-",33242,3129,0.436539,0.47683,0.432353,"protein_coding",25.8026187787115,0.789677150272293
"ENSMUSG00000046840","Hnf4aos",3.71641368296047,-0.599242255249249,0.000188903665717,0.040867839259437,-1,"2",163335727,163383640,"-",47914,949,0.471918,0.538462,0.470573,"lncRNA",13.1447398361642,0.660100568075051
"ENSMUSG00000048572","Tmem252",6.59275234485691,0.58160194320147,0.000189418123177,0.040867839259437,1,"19",24651372,24659597,"+",8226,5032,0.453982,0.463633,0.438772,"protein_coding",96.5197547633287,1.49651002482918
"ENSMUSG00000097927","Gm6999",2.99146988620275,-0.533329674565421,0.000191191129399,0.040867839259437,-1,"14",80074152,80243766,"+",169615,4409,0.4302,0.45271,0.4296,"lncRNA",7.9528385666851,0.690958192296321
"ENSMUSG00000023015","Racgap1",2.73713444979309,-0.422161059944077,0.000212833478273,0.0444326489188,-1,"15",99518377,99549537,"-",31161,7064,0.452503,0.468998,0.447668,"protein_coding",6.66744699100903,0.746305870719172
"ENSMUSG00000041939","Mvk",4.45517145856027,0.353711801505882,0.000214264249141,0.0444326489188,1,"5",114582330,114598652,"+",16323,2664,0.549626,0.558934,0.547811,"protein_coding",21.9351316278116,1.27784407049554
"ENSMUSG00000019942","Cdk1",2.58979218452858,-0.542314674598543,0.000228424168463,0.046672432303226,-1,"10",69170976,69188768,"-",17793,4924,0.470492,0.483144,0.465651,"protein_coding",6.02011974875205,0.686668327160759
"ENSMUSG00000000934","Top1mt",5.38863903484264,0.190389827252313,0.000250995478702,0.047126097041678,1,"15",75528884,75550649,"-",21766,2029,0.525706,0.553967,0.522801,"protein_coding",41.8930505030603,1.14107200061224
"ENSMUSG00000027306","Nusap1",2.38845120913003,-0.510464220312512,0.000245773583508,0.047126097041678,-1,"2",119448779,119481725,"+",32947,4048,0.428489,0.427866,0.428576,"protein_coding",5.23594959570964,0.70199651799736
"ENSMUSG00000028356","Ambp",3.3255844436139,-2.31456478953556,0.000240448780069,0.047126097041678,-1,"4",63061512,63073036,"-",11525,1398,0.498004,0.537911,0.492495,"protein_coding",10.0253760208657,0.201023380239151
"ENSMUSG00000028970","Abcb1b",3.33518144738116,0.455457542605971,0.000247695183928,0.047126097041678,1,"5",8848147,8916315,"+",68169,7961,0.413728,0.439769,0.410285,"protein_coding",10.0922884953401,1.37121760996945
"ENSMUSG00000032218","Ccnb2",2.29907257722173,-0.599455735855057,0.000244907834063,0.047126097041678,-1,"9",70314974,70328829,"-",13856,1522,0.466474,0.490145,0.463553,"protein_coding",4.92141295280555,0.660002897923304
"ENSMUSG00000042029","Ncapg2",2.59115730256088,-0.42222085195822,0.000250820851351,0.047126097041678,-1,"12",116369022,116427351,"+",58330,9910,0.402681,0.41665,0.399822,"protein_coding",6.02581884880525,0.74627494096255
"ENSMUSG00000070661","Rnf186",4.4759907954577,0.320921772306969,0.000263129961661,0.048104311675259,1,"4",138694423,138695676,"+",1254,1253,0.568236,0.568236,0,"protein_coding",22.2539695642991,1.24912839194741
"ENSMUSG00000072949","Acot1",6.32485274610011,0.504534425444354,0.000261893470374,0.048104311675259,1,"12",84056264,84065145,"+",8882,3915,0.487333,0.500128,0.477245,"protein_coding",80.1623415943379,1.41866546239077
"ENSMUSG00000023505","Cdca3",2.77562063586962,-0.467678633964273,0.000270147670992,0.048185439899302,-1,"6",124806510,124810664,"+",4155,2860,0.501444,0.513636,0.474498,"protein_coding",6.84770540001905,0.723127208784154
"ENSMUSG00000032081","Apoc3",2.88577753603843,-1.1720761264966,0.000270509882838,0.048185439899302,-1,"9",46144231,46146934,"-",2704,1008,0.550129,0.55754,0.545723,"protein_coding",7.39104079123014,0.44378225101813
"ENSMUSG00000024521","Pmaip1",3.11632982248456,-0.562639526839067,0.000279022280054,0.048516848568149,-1,"18",66591604,66598636,"+",7033,2729,0.433874,0.422133,0.44132,"protein_coding",8.67179001398868,0.677062289823766
"ENSMUSG00000042041","2010003K11Rik",2.15493055933807,-0.546733019443068,0.00027935424539,0.048516848568149,-1,"19",4546816,4548611,"-",1796,1165,0.537047,0.550215,0.512698,"protein_coding",4.45347211056847,0.684568578909257
"ENSMUSG00000031016","Wee1",3.97840825598271,-0.367448759199015,0.000284632309541,0.048823226034151,-1,"7",109721253,109742493,"+",21241,3408,0.425047,0.497359,0.411227,"protein_coding",15.7623229007923,0.775152053011305
"ENSMUSG00000026683","Nuf2",1.32962853153924,-0.610289647838159,0.000300854591838,0.050976508524297,0,"1",169325503,169359033,"-",33531,6327,0.424664,0.420578,0.425615,"protein_coding",2.51337951494246,0.655065172220117
"ENSMUSG00000031383","Dusp9",2.63266324732384,0.442925797842026,0.000310757468285,0.051148867095509,0,"X",72683025,72687120,"+",4096,2718,0.569475,0.584989,0.538853,"protein_coding",6.20169788665361,1.35935832420947
"ENSMUSG00000055137","Sugct",6.34535070362819,-0.315200715552903,0.000312915913568,0.051148867095509,0,"13",17032057,17870138,"-",838082,3412,0.386633,0.426143,0.386472,"protein_coding",81.3094259261226,0.803739162416039
"ENSMUSG00000079262","Slco1a6",6.64677978067413,-0.382494095713381,0.000310427118052,0.051148867095509,0,"6",142031487,142154247,"-",122761,3790,0.397597,0.422955,0.396789,"protein_coding",100.202853348487,0.767110282271428
"ENSMUSG00000024799","Tm7sf2",3.96298007547804,0.317915087272533,0.000333018490649,0.051410654545334,0,"19",6112851,6118403,"-",5553,4397,0.522154,0.524903,0.511688,"protein_coding",15.5946587207749,1.24652782520578
"ENSMUSG00000026417","Pigr",7.66631772920715,-0.543925448862109,0.000318650311974,0.051410654545334,0,"1",130754421,130779986,"+",25566,4012,0.449912,0.500249,0.440542,"protein_coding",203.138196686548,0.685902087308875
"ENSMUSG00000027323","Rad51",1.37794247809769,-0.541864776404041,0.000331508875349,0.051410654545334,0,"2",118943274,118977926,"+",34653,6637,0.434059,0.442369,0.43209,"protein_coding",2.5989744987575,0.686882495093852
"ENSMUSG00000040258","Nxph4",1.85445412947222,0.713791334993129,0.000322475524415,0.051410654545334,0,"10",127361342,127370428,"-",9087,1673,0.558001,0.61327,0.545528,"protein_coding",3.61614901406034,1.64010858721161
"ENSMUSG00000079553","Kifc1",2.32088075681296,-0.45730787945853,0.000331563485034,0.051410654545334,0,"17",34094633,34109635,"-",15003,3404,0.494001,0.560811,0.474392,"protein_coding",4.99637152005715,0.728344107521315
"ENSMUSG00000034163","Zfc3h1",5.02266165541,-0.276069738882657,0.000338638360929,0.051703751502727,0,"10",115220864,115268677,"+",47814,7813,0.381695,0.446947,0.36895,"protein_coding",32.5066201447541,0.825837743544238
"ENSMUSG00000039824","Myl6b",4.30936135828432,0.371911517924885,0.000347895537141,0.052539789054682,0,"10",128330026,128334554,"-",4529,1842,0.51568,0.558632,0.486225,"protein_coding",19.826544586026,1.29406628553906
"ENSMUSG00000027223","Mapk8ip1",5.60038612104609,0.300903173958889,0.000353514660101,0.052814329972517,0,"2",92214021,92231608,"-",17588,4631,0.555638,0.583027,0.545847,"protein_coding",48.5159131274985,1.23191539104249
"ENSMUSG00000033308","Dpyd",5.26514423098863,-0.365419944952305,0.000361505716854,0.0534336215954,0,"3",118355778,119226573,"+",870796,8861,0.376525,0.407516,0.376206,"protein_coding",38.4561979858253,0.776242890491071
"ENSMUSG00000053168","9030619P08Rik",4.3379544433641,0.505311154633486,0.000366127632657,0.053547129769789,0,"15",75299455,75303678,"-",4224,930,0.479991,0.472043,0.482235,"transcribed_unprocessed_pseudogene",20.2234109613382,1.41942945999665
"ENSMUSG00000040204","Pclaf",1.8393676560808,-0.615142577134002,0.000380668803847,0.055093878756726,0,"9",65797519,65810548,"+",13030,4809,0.410315,0.409441,0.410827,"protein_coding",3.57853144309018,0.652865369670461
"ENSMUSG00000024330","Col11a2",1.51314874536849,0.588223249180229,0.000389348943331,0.05576921874881,0,"17",34258411,34285659,"+",27249,6807,0.560298,0.615249,0.541999,"protein_coding",2.85432328393994,1.50339410209497
"ENSMUSG00000037773","Pced1a",4.11739008673021,0.197097739103773,0.000398410712945,0.056484882098542,0,"2",130259167,130266621,"-",7455,5068,0.5,0.51914,0.459346,"protein_coding",17.3563308422951,1.14638984824041
"ENSMUSG00000026628","Atf3",2.625086091954,-0.682049215205093,0.000412937553833,0.056782862642689,0,"1",190902493,190950236,"-",47744,2149,0.462455,0.522103,0.459644,"protein_coding",6.16921143460872,0.623279334609689
"ENSMUSG00000028678","Kif2c",1.26284255385997,-0.553532348657528,0.000410286021903,0.056782862642689,0,"4",117016836,117039836,"-",23001,4343,0.474609,0.49528,0.469797,"protein_coding",2.39968086524863,0.681349841903392
"ENSMUSG00000030609","Aen",4.93069423944378,0.236952058182078,0.00041685993879,0.056782862642689,0,"7",78545602,78560957,"+",15356,5794,0.505829,0.523473,0.495136,"protein_coding",30.499088876747,1.17850024473056
"ENSMUSG00000109161","Gm39033",1.76326605021337,-0.521997498465302,0.000406803002467,0.056782862642689,0,"7",70746795,70773342,"+",26548,1017,0.398764,0.393314,0.398982,"lncRNA",3.39465756454377,0.69640694785557
"ENSMUSG00000001228","Uhrf1",3.24965132395906,-0.464913138429811,0.000433189269406,0.056996420972405,0,"17",56610321,56630486,"+",20166,4241,0.524473,0.543268,0.519467,"protein_coding",9.51135790095457,0.724514697438308
"ENSMUSG00000033831","Fgb",3.37293793116771,-3.20686358051253,0.00042862543281,0.056996420972405,0,"3",82947448,82957170,"-",9723,3802,0.409689,0.439769,0.390372,"protein_coding",10.3598982690421,0.108302347504029
"ENSMUSG00000034311","Kif4",1.65753404854391,-0.602164314648785,0.000429724492767,0.056996420972405,0,"X",99669343,99770820,"+",101478,5484,0.402288,0.470642,0.398383,"protein_coding",3.15476829406796,0.658764942064722
"ENSMUSG00000050373","Snx21",4.62111949140058,0.167742000957582,0.000434836664969,0.056996420972405,0,"2",164627743,164635736,"+",7994,4756,0.520831,0.550252,0.477603,"protein_coding",24.6090914670537,1.12329900403756
"ENSMUSG00000034456","Uroc1",5.36116410816853,-0.432218213731594,0.000456027734619,0.059215414437292,0,"6",90310266,90341533,"+",31268,3452,0.496114,0.53679,0.491066,"protein_coding",41.1027811089037,0.741121398674782
"ENSMUSG00000045273","Cenph",1.06411858872635,-0.557256295344168,0.000463141540806,0.059582301555189,0,"13",100896182,100912407,"-",16226,1775,0.435562,0.43831,0.435225,"protein_coding",2.09089206350618,0.679593380196298
"ENSMUSG00000025650","Col7a1",3.91663230140268,0.372142490066739,0.000472548052425,0.059649485051021,0,"9",108782654,108813943,"+",31290,10171,0.548052,0.600728,0.522682,"protein_coding",15.1016292750069,1.29427347914584
"ENSMUSG00000030781","Slc5a2",9.27923680145575,0.26570475689618,0.000475499179917,0.059649485051021,0,"7",127864829,127871602,"+",6774,2883,0.535066,0.554631,0.520566,"protein_coding",621.338999981128,1.2022231924422
"ENSMUSG00000046380","Jrk",2.25153907739901,0.38096351271846,0.000476543316587,0.059649485051021,0,"15",74574150,74581384,"-",7235,5851,0.535803,0.54401,0.501085,"protein_coding",4.76190578645247,1.30221125485436
"ENSMUSG00000028457","Atp8b5",0.840123952385018,0.474930272273818,0.000517508334381,0.064198757124033,0,"4",43267159,43373833,"+",106675,6443,0.440285,0.453981,0.439405,"protein_coding",1.79020394464175,1.38985104452649
"ENSMUSG00000003779","Kif20a",2.34254810650335,-0.554906690982398,0.000533359705697,0.065579643813811,0,"18",34757666,34766330,"+",8665,4320,0.468837,0.477546,0.460175,"protein_coding",5.07197665979466,0.680701082449955
"ENSMUSG00000049721","Gal3st1",5.13003370855874,0.298090342777175,0.000543753547543,0.065694885126642,0,"11",3933636,3949326,"+",15691,2036,0.496176,0.600196,0.480665,"protein_coding",35.0182166311524,1.22951585816135
"ENSMUSG00000060985","Tdrd5",1.80111750517148,0.567872130649105,0.000540465176489,0.065694885126642,0,"1",156082866,156131234,"-",48369,6919,0.424496,0.445296,0.421023,"protein_coding",3.48490059651237,1.48233562119438
"ENSMUSG00000006218","Fam131c",2.54562092075671,0.403740026726926,0.000553889469035,0.066342588644563,0,"4",141095531,141111486,"+",15956,1426,0.532936,0.623422,0.524055,"protein_coding",5.8385937055434,1.3229330262387
"ENSMUSG00000030677","Kif22",2.29150300676778,-0.455957797359565,0.000585745199179,0.068969015232163,0,"7",126626901,126641643,"-",14743,4894,0.468525,0.498161,0.453798,"protein_coding",4.89565877623947,0.729026015032837
"ENSMUSG00000045211","Nudt18",4.20749127367884,0.19256569805554,0.000581468933828,0.068969015232163,0,"14",70815077,70820128,"+",5052,4437,0.533756,0.533018,0.539088,"protein_coding",18.4748567592023,1.14279426236447
"ENSMUSG00000030657","Xylt1",4.05219533455751,-0.38511556789506,0.000600591655068,0.070122860970715,0,"7",116980214,117272803,"+",292590,9639,0.463958,0.502853,0.462633,"protein_coding",16.5894636046056,0.765717657848097
"ENSMUSG00000026189","Pecr",8.18835116259806,-0.334035317312713,0.000606519116366,0.070224805023194,0,"1",72298326,72323473,"-",25148,1506,0.44729,0.497344,0.444101,"protein_coding",291.701938328414,0.793314422540425
"ENSMUSG00000001403","Ube2c",2.21643715100938,-0.499361864094426,0.000629335102397,0.070515983166927,0,"2",164611818,164620742,"+",8925,2593,0.50818,0.532588,0.498184,"protein_coding",4.64744293600767,0.707419619328099
"ENSMUSG00000022369","Mtbp",2.89315340152269,-0.270022468829389,0.00062843315982,0.070515983166927,0,"15",55420804,55489819,"+",69016,5456,0.411171,0.462977,0.406724,"protein_coding",7.42892469278104,0.829306629921787
